image_id,width,height,u_center,v_center
conv_out420_jpg.rf.03f81f2f74c449c4e41630d275af16ce.txt,320,200,200.25,98.4375
conv_out198_jpg.rf.f8eeb1a2d234128872561827bbb672ae.txt,320,200,143.25,111.25
conv_out192_jpg.rf.fd01cf4858ab2606cb669e61fc5689b1.txt,320,200,137.5,99.0625
conv_out273_jpg.rf.5d34b38dcc4b1583f90051067eb8fd87.txt,320,200,158,124.0625
conv_out605_jpg.rf.89e82ff0af11bc1a4a2d2881ef97efd3.txt,320,200,156.75,169.0625
conv_out575_jpg.rf.0c7bed4aae4ef8eb9f96e33619d785ad.txt,320,200,168.75,182.5
conv_out473_jpg.rf.25981a0272aa661f6f19e938283da5d9.txt,320,200,129.25,152.65625
conv_out857_jpg.rf.2691699d4d9ab6aac8455e19db002815.txt,320,200,157,114.0625
conv_out411_jpg.rf.2a6bc33a6c7eb33f84d46e6abf9846e0.txt,320,200,148.25,142.5
conv_out40_jpg.rf.3833154087706e6316d987dfbecd85d8.txt,320,200,217.75,193.28125
conv_out149_jpg.rf.88f4dc0d9593846098a7061ee524539f.txt,320,200,275,192.8125
conv_out885_jpg.rf.e9b89e6042013c2cd2a33240a3c21574.txt,320,200,142,142.5
conv_out606_jpg.rf.e3adf0d4ed6f4a78054980715b9d1a51.txt,320,200,161,170.15625
conv_out828_jpg.rf.cfddd99e436ef600c07673bda8e06953.txt,320,200,269.75,192.1875
conv_out618_jpg.rf.9dd28f56ecfa44a897a1b5cb8161a886.txt,320,200,166.5,155.78125
conv_out620_jpg.rf.52b11cd1e2642abc53f2a0af23304fb9.txt,320,200,170,156.5625
conv_out258_jpg.rf.4f2148c573b44c05c935c474b22fdc61.txt,320,200,78.5,113.28125
conv_out824_jpg.rf.27b8c07438ef66f5aad529f2d3483f55.txt,320,200,153.5,131.25
conv_out165_jpg.rf.d70b593942984eacb37f834cb588a93f.txt,320,200,290.5,189.6875
conv_out3_jpg.rf.e04d1d12097a46d58faf27836a27ab61.txt,320,200,177.75,138.75
conv_out122_jpg.rf.b31a06cae145599f2672afa40449111f.txt,320,200,0,0
conv_out123_jpg.rf.a82d0110304b117406bd2f25209e9c4f.txt,320,200,0,0
conv_out154_jpg.rf.92ea6c217981356464febb5d1f0fc93b.txt,320,200,0,0
conv_out237_jpg.rf.034633774c85b17a41e94d83aef781a1.txt,320,200,0,0
conv_out801_jpg.rf.feccc1ac706907051de2433be16345be.txt,320,200,0,0
conv_out837_jpg.rf.318838d0fce76b7d91504ba71e397044.txt,320,200,0,0
conv_out838_jpg.rf.1724bc93e939ca86bff69519453e4bb8.txt,320,200,0,0
conv_out901_jpg.rf.5f2bcbf8647c3262820f72ae3937b877.txt,320,200,0,0
conv_out904_jpg.rf.dd5daa71dedde67c29ec10b4187f1db1.txt,320,200,0,0
